Lat.,Long.,CombinedBins,Genetic ID_x,Master ID,Skeletal code_x,Skeletal element_x,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_x",Publication_x,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_x","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_x","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_x","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_x",Age at Death from physical anthropology_x,Group ID_x,Locality_x,Political Entity_x,Pulldown Strategy_x,Data source_x,No. Libraries_x,1240k coverage (taken from original pulldown where possible)_x,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_x,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_x,Molecular Sex_x,Family ID and position within family_x,Y haplogroup (manual curation in terminal mutation format)_x,Y haplogroup (manual curation in ISOGG format)_x,mtDNA coverage (merged data)_x,mtDNA haplogroup if >2x or published_x,mtDNA match to consensus if >2x (merged data)_x,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_x,Sex ratio [Y/(Y+X) counts] (merged data)_x,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_x",Libraries_x,ASSESSMENT_x,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._x",Unnamed: 35_x,DateBins_x,Updated mtDNA haplogroup_x,P_y_sum,I_y_sum,G_y_sum,R_y_sum,E_y_sum,B_y_sum,H_y_sum,A_y_sum,D_y_sum,K_y_sum,J_y_sum,F_y_sum,N_y_sum,L_y_sum,Q_y_sum,C_y_sum,y_haplos_sum,Genetic ID_y,Skeletal code_y,Skeletal element_y,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_y",Publication_y,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_y","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_y","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_y","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_y",Age at Death from physical anthropology_y,Group ID_y,Locality_y,Political Entity_y,Pulldown Strategy_y,Data source_y,No. Libraries_y,1240k coverage (taken from original pulldown where possible)_y,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_y,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_y,Molecular Sex_y,Family ID and position within family_y,Y haplogroup (manual curation in terminal mutation format)_y,Y haplogroup (manual curation in ISOGG format)_y,mtDNA coverage (merged data)_y,mtDNA haplogroup if >2x or published_y,mtDNA match to consensus if >2x (merged data)_y,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_y,Sex ratio [Y/(Y+X) counts] (merged data)_y,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_y",Libraries_y,ASSESSMENT_y,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._y",Unnamed: 35_y,DateBins_y,Updated mtDNA haplogroup_y,P_mt_sum,X_mt_sum,V_mt_sum,I_mt_sum,R_mt_sum,E_mt_sum,K_mt_sum,U_mt_sum,T_mt_sum,r_mt_sum,A_mt_sum,M_mt_sum,J_mt_sum,W_mt_sum,L_mt_sum,C_mt_sum,G_mt_sum,B_mt_sum,H_mt_sum,D_mt_sum,F_mt_sum,N_mt_sum,Z_mt_sum,Y_mt_sum,mt_haplos_sum
-38.84,-61.42,Argentina (2000-2999BP),I12376,I12376,75JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct: SHCal20,2333,127,736-194 calBCE (2369±52 BP. UGAMS-16601),,Argentina_LagunaToro_2400BP,Southwest of Buenos Aires. Laguna Toro,Argentina,Repulldown on 3.2M snpset,1240K,1,0.182844,190166,101692,F,n/a (no relatives detected),n/a (female),n/a,143.6,A2+(64),[0.976.0.992],0.079,0.007,ds.half,S12376.Y1.E1.L1,PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I12376,75JM,tooth (molar),2020,NakatsukaLuisiNatureCommunications2020,Direct: SHCal20,2333,127,736-194 calBCE (2369±52 BP. UGAMS-16601),,Argentina_LagunaToro_2400BP,Southwest of Buenos Aires. Laguna Toro,Argentina,Repulldown on 3.2M snpset,1240K,1,0.182844,190166,101692,F,n/a (no relatives detected),n/a (female),n/a,143.6,A2+(64),[0.976.0.992],0.079,0.007,ds.half,S12376.Y1.E1.L1,PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-38.3605556,-60.2441667,Argentina (7000-7999BP),I7086,I7086,AS15 (Burial 10; Displays N° 5 ),bone,2018,PosthNakatsukaCell2018,Direct: SHCal20; R_combine,15186,128,5971-5718 calBCE (6959±43) [R_combine: (7000±80 BP. TO-1503); (6970±60 BP. CAMS-16170); (6880±90 BP. NZA-1101)],,Argentina_ArroyoSeco2_7700BP,Arroyo Seco II,Argentina,Repulldown on 3.2M snpset,1240K,1,0.100361,141438,75438,F,n/a (no relatives detected),n/a (female),n/a,6.15,D1g,[0.972.1.000],0.087,0.009,ds.half,S7086.E1.L1,PASS,damage.ss.half=0.047. mtcontam=[0.643.0.729],0.0,7000-7999,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I7086,AS15 (Burial 10; Displays N° 5 ),bone,2018,PosthNakatsukaCell2018,Direct: SHCal20; R_combine,15186,128,5971-5718 calBCE (6959±43) [R_combine: (7000±80 BP. TO-1503); (6970±60 BP. CAMS-16170); (6880±90 BP. NZA-1101)],,Argentina_ArroyoSeco2_7700BP,Arroyo Seco II,Argentina,Repulldown on 3.2M snpset,1240K,1,0.100361,141438,75438,F,n/a (no relatives detected),n/a (female),n/a,6.15,D1g,[0.972.1.000],0.087,0.009,ds.half,S7086.E1.L1,PASS,damage.ss.half=0.047. mtcontam=[0.643.0.729],0.0,7000-7999,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
-36.0772222,-62.3472222,Argentina (1000-1999BP),I8351,I8351,SC50_L764. LCH.E4.4,petrous,2020,NakatsukaCell2020,Direct (WARNING NEED TO MANUALLY CALIBRATE IN SHCal20): SHCal13 marine calibrated by Brendan Culleton,1630,39,250-385 calCE (1750±15 BP. UCIAMS-185301),,Argentina_LagunaChica_1600BP,Pampas. Laguna Chica,Argentina,Repulldown on 3.2M snpset,1240K,1,1.645301,619022,346969,F,n/a (no relatives detected),n/a (female),n/a,48.7,D1g+16189,[0.994.1],0.058,0.02,ds.half,S8351.L1,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I8351,SC50_L764. LCH.E4.4,petrous,2020,NakatsukaCell2020,Direct (WARNING NEED TO MANUALLY CALIBRATE IN SHCal20): SHCal13 marine calibrated by Brendan Culleton,1630,39,250-385 calCE (1750±15 BP. UCIAMS-185301),,Argentina_LagunaChica_1600BP,Pampas. Laguna Chica,Argentina,Repulldown on 3.2M snpset,1240K,1,1.645301,619022,346969,F,n/a (no relatives detected),n/a (female),n/a,48.7,D1g+16189,[0.994.1],0.058,0.02,ds.half,S8351.L1,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-36.0772222,-62.3472222,Argentina (6000-6999BP),I8348,I8348,SC50_L761. LCH.E2-I2.1,tooth (molar),2018,PosthNakatsukaCell2018,Direct (WARNING NEED TO MANUALLY CALIBRATE IN SHCal20): SHCal13,13590,87,5010-4840 calBCE (6080±15 BP. UCIAMS-185303),,Argentina_LagunaChica_6800BP,Pampas. Laguna Chica,Argentina,Repulldown on 3.2M snpset,1240K,1,0.17882,572721,323061,F,n/a (no relatives detected),n/a (female),n/a,7.79,R,[0.907.0.966],0.116,0.024,ds.half,S8348.L1,PASS,mtcontam=[0.907.0.966],0.0,6000-6999,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I8348,SC50_L761. LCH.E2-I2.1,tooth (molar),2018,PosthNakatsukaCell2018,Direct (WARNING NEED TO MANUALLY CALIBRATE IN SHCal20): SHCal13,13590,87,5010-4840 calBCE (6080±15 BP. UCIAMS-185303),,Argentina_LagunaChica_6800BP,Pampas. Laguna Chica,Argentina,Repulldown on 3.2M snpset,1240K,1,0.17882,572721,323061,F,n/a (no relatives detected),n/a (female),n/a,7.79,R,[0.907.0.966],0.116,0.024,ds.half,S8348.L1,PASS,mtcontam=[0.907.0.966],0.0,6000-6999,R,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
-32.812316,17.948651,South Africa (1000-1999BP),I9134_noUDG.SG,UCT473,UCT473,,2017,SkoglundCell2017,Direct: SHCal20,1183,65,665-884 calCE (1310±50 BP. Pta-4373),,South_Africa_1200BP.SG,Kasteelberg,South Africa,Repulldown on 3.2M snpset,Shotgun,,0.81,479618,254253,F,n/a (no relatives detected),n/a (female),n/a,,L0d1a1a,,,,ds.minus,,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I9134_noUDG.SG,UCT473,,2017,SkoglundCell2017,Direct: SHCal20,1183,65,665-884 calCE (1310±50 BP. Pta-4373),,South_Africa_1200BP.SG,Kasteelberg,South Africa,Repulldown on 3.2M snpset,Shotgun,,0.81,479618,254253,F,n/a (no relatives detected),n/a (female),n/a,,L0d1a1a,,,,ds.minus,,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-32.65,-70.01,Argentina (0-999BP),Aconcagua_noUDG.SG,Aconcagua,Aconcagua,,2018,MorenoMayarScience2018,Context: Archaeological - Period,500,29,1400-1500 CE,,Argentina_Aconcagua_Inca_500BP.SG,Cerro Aconcagua. Mendoza Province,Argentina,Repulldown on 3.2M snpset,Shotgun,,2.520971,940782,489144,M,n/a (no relatives detected),,Q,,C1bi ,,,,ds.minus,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Aconcagua_noUDG.SG,Aconcagua,,2018,MorenoMayarScience2018,Context: Archaeological - Period,500,29,1400-1500 CE,,Argentina_Aconcagua_Inca_500BP.SG,Cerro Aconcagua. Mendoza Province,Argentina,Repulldown on 3.2M snpset,Shotgun,,2.520971,940782,489144,M,n/a (no relatives detected),,Q,,C1bi ,,,,ds.minus,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-30.07,30.871,South Africa (2000-2999BP),doo001.SG,doo001,2009/010,bone,2017,SchlebuschScience2017,Direct: SHCal20,2039,75,343 calBCE - 56 calCE (2110±50 BP. Pta-5800),,South_Africa_2000BP_lc.SG,Doonside,South Africa,Repulldown on 3.2M snpset,Shotgun,,0.000954,1139,625,U,n/a (no relatives detected),n/a  (sex unknown),n/a,,L0d2,,,,ds.mixed,,QUESTIONABLE_CRITICAL,<2500.SNPs. ..,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,doo001.SG,2009/010,bone,2017,SchlebuschScience2017,Direct: SHCal20,2039,75,343 calBCE - 56 calCE (2110±50 BP. Pta-5800),,South_Africa_2000BP_lc.SG,Doonside,South Africa,Repulldown on 3.2M snpset,Shotgun,,0.000954,1139,625,U,n/a (no relatives detected),n/a  (sex unknown),n/a,,L0d2,,,,ds.mixed,,QUESTIONABLE_CRITICAL,<2500.SNPs. ..,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-29.533333,31.216667,South Africa (1000-1999BP),baa001.SG,baa001,2009/007,petrous. tooth (premolar),2017,SchlebuschScience2017,Direct: SHCal20,1888,37,38 calBCE - 120 calCE (1980±20 BP. Pta-5796),,South_Africa_1900BP.SG,Ballito Bay A,South Africa,Repulldown on 3.2M snpset,Shotgun,,12.93395,1149601,592966,M,n/a (no relatives detected),,2790726,,L0d2c1,,,,ds.mixed,,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baa001.SG,2009/007,petrous. tooth (premolar),2017,SchlebuschScience2017,Direct: SHCal20,1888,37,38 calBCE - 120 calCE (1980±20 BP. Pta-5796),,South_Africa_1900BP.SG,Ballito Bay A,South Africa,Repulldown on 3.2M snpset,Shotgun,,12.93395,1149601,592966,M,n/a (no relatives detected),,2790726,,L0d2c1,,,,ds.mixed,,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-29.533333,31.216667,South Africa (2000-2999BP),bab001.SG,bab001,2009/008.001,tooth (premolar). petrous. bone (long bone),2017,SchlebuschScience2017,Direct: SHCal20,2037,48,163 calBCE - 20 calCE (2110±30 BP. Beta-398217),,South_Africa_2000BP.SG,Ballito Bay B,South Africa,Repulldown on 3.2M snpset,Shotgun,,0.988917,719140,377195,M,n/a (no relatives detected),,2790726,,L0d2a1,,,,ds.mixed,,PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bab001.SG,2009/008.001,tooth (premolar). petrous. bone (long bone),2017,SchlebuschScience2017,Direct: SHCal20,2037,48,163 calBCE - 20 calCE (2110±30 BP. Beta-398217),,South_Africa_2000BP.SG,Ballito Bay B,South Africa,Repulldown on 3.2M snpset,Shotgun,,0.988917,719140,377195,M,n/a (no relatives detected),,2790726,,L0d2a1,,,,ds.mixed,,PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-29.383333,29.540556,South Africa (0-999BP),ela001.SG,ela001,1925/037,bone,2017,SchlebuschScience2017,Direct: SHCal20,491,36,1419-1611 calCE (480±30 BP. Beta-398219),,South_Africa_400BP.SG,Eland Cave,South Africa,Repulldown on 3.2M snpset,Shotgun,,10.528408,1149571,592958,F,n/a (no relatives detected),n/a (female),n/a,,L3e3b1,,,,ds.mixed,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ela001.SG,1925/037,bone,2017,SchlebuschScience2017,Direct: SHCal20,491,36,1419-1611 calCE (480±30 BP. Beta-398219),,South_Africa_400BP.SG,Eland Cave,South Africa,Repulldown on 3.2M snpset,Shotgun,,10.528408,1149571,592958,F,n/a (no relatives detected),n/a (female),n/a,,L3e3b1,,,,ds.mixed,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-29.081389,29.325278,South Africa (0-999BP),cha001.SG,cha001,2009/023,tooth (molar). tooth (canine). bone (long bone),2017,SchlebuschScience2017,Direct: SHCal20,355,61,1504-1793 calCE (310±30 BP. Beta-398218),,South_Africa_400BP.SG,Champagne Castle,South Africa,Repulldown on 3.2M snpset,Shotgun,,0.328035,269373,141298,F,n/a (no relatives detected),n/a (female),n/a,,L0d2a1a,,,,ds.mixed,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cha001.SG,2009/023,tooth (molar). tooth (canine). bone (long bone),2017,SchlebuschScience2017,Direct: SHCal20,355,61,1504-1793 calCE (310±30 BP. Beta-398218),,South_Africa_400BP.SG,Champagne Castle,South Africa,Repulldown on 3.2M snpset,Shotgun,,0.328035,269373,141298,F,n/a (no relatives detected),n/a (female),n/a,,L0d2a1a,,,,ds.mixed,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-28.55,-49.00583333,Brazil (1000-1999BP),I9056_noUDG_d,I9056,MPI 23 (Burial 102),tooth,2018,PosthNakatsukaCell2018,Direct: SHCal20,1339,21,553-646 calCE (1498±23 BP. MAMS-28359),,Brazil_PrePottery_1300BP,Jabuticabeira Shell Midden II,Brazil,Repulldown on 3.2M snpset,1240K,1,0.018,47108,25115,F,n/a (no relatives detected),n/a (female),n/a,0.659364,n/a (<2x),n/a (<2x),,,ss.minus,T9056 (MA142),PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I9056_noUDG_d,MPI 23 (Burial 102),tooth,2018,PosthNakatsukaCell2018,Direct: SHCal20,1339,21,553-646 calCE (1498±23 BP. MAMS-28359),,Brazil_PrePottery_1300BP,Jabuticabeira Shell Midden II,Brazil,Repulldown on 3.2M snpset,1240K,1,0.018,47108,25115,F,n/a (no relatives detected),n/a (female),n/a,0.659364,n/a (<2x),n/a (<2x),,,ss.minus,T9056 (MA142),PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-28.55,-49.00583333,Brazil (2000-2999BP),I9054_noUDG_d,I9054,MPI 21 (Burial 111/112. non-pathological),tooth,2018,PosthNakatsukaCell2018,Direct: SHCal20,6780,236,364-107 calBCE (2203±24 BP. MAMS-28365),,Brazil_PrePottery_2200BP,Jabuticabeira Shell Midden II,Brazil,Repulldown on 3.2M snpset,1240K,1,0.088,341613,181362,F,n/a (no relatives detected),n/a (female),n/a,0.278894,n/a (<2x),n/a (<2x),,,ss.minus,T9054 (MA149),PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I9054_noUDG_d,MPI 21 (Burial 111/112. non-pathological),tooth,2018,PosthNakatsukaCell2018,Direct: SHCal20,6780,236,364-107 calBCE (2203±24 BP. MAMS-28365),,Brazil_PrePottery_2200BP,Jabuticabeira Shell Midden II,Brazil,Repulldown on 3.2M snpset,1240K,1,0.088,341613,181362,F,n/a (no relatives detected),n/a (female),n/a,0.278894,n/a (<2x),n/a (<2x),,,ss.minus,T9054 (MA149),PASS,,0.0,2000-2999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-27.744167,29.937222,South Africa (0-999BP),new001.SG,new001,2007/006.001,tooth (incisor). tooth (premolar). bone,2017,SchlebuschScience2017,Direct: SHCal20,435,58,1445-1624 calCE (430±30 BP. Beta-398221),,South_Africa_400BP.SG,Newcastle,South Africa,Repulldown on 3.2M snpset,Shotgun,,11.071043,1149476,592902,F,n/a (no relatives detected),n/a (female),n/a,,L3e2b1a2,,,,ds.mixed,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,new001.SG,2007/006.001,tooth (incisor). tooth (premolar). bone,2017,SchlebuschScience2017,Direct: SHCal20,435,58,1445-1624 calCE (430±30 BP. Beta-398221),,South_Africa_400BP.SG,Newcastle,South Africa,Repulldown on 3.2M snpset,Shotgun,,11.071043,1149476,592902,F,n/a (no relatives detected),n/a (female),n/a,,L3e2b1a2,,,,ds.mixed,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-27.356389,32.186944,South Africa (0-999BP),mfo001.SG,mfo001,1925/036.002,tooth (molar). tooth (incisor). bone (long bone),2017,SchlebuschScience2017,Direct: SHCal20,390,45,1483-1644 calCE (360±30 BP. Beta-398220),,South_Africa_400BP.SG,Mfongosi,South Africa,Repulldown on 3.2M snpset,Shotgun,,6.515139,1146376,591450,F,n/a (no relatives detected),n/a (female),n/a,,L3e1b2,,,,ds.mixed,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,mfo001.SG,1925/036.002,tooth (molar). tooth (incisor). bone (long bone),2017,SchlebuschScience2017,Direct: SHCal20,390,45,1483-1644 calCE (360±30 BP. Beta-398220),,South_Africa_400BP.SG,Mfongosi,South Africa,Repulldown on 3.2M snpset,Shotgun,,6.515139,1146376,591450,F,n/a (no relatives detected),n/a (female),n/a,,L3e1b2,,,,ds.mixed,,PASS,,0.0,0-999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-24.65509,25.86798,Botswana (1000-1999BP),TAU001,TAU001,Burial 1,tooth,2020,WangSciAdv2020,Context: Archaeological - Period,1000,29,900-1000 CE,,Botswana_Taukome_EIA,Taukome,Botswana,Repulldown on 3.2M snpset,1240K,,0.082079,77662,43397,F,n/a (no relatives detected),n/a (female),n/a,5.82,L0d3b1,,,,ds.half,TAU001.A0101,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAU001,Burial 1,tooth,2020,WangSciAdv2020,Context: Archaeological - Period,1000,29,900-1000 CE,,Botswana_Taukome_EIA,Taukome,Botswana,Repulldown on 3.2M snpset,1240K,,0.082079,77662,43397,F,n/a (no relatives detected),n/a (female),n/a,5.82,L0d3b1,,,,ds.half,TAU001.A0101,PASS,,0.0,1000-1999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-24.28372,-47.48565,Brazil (6000-6999BP),LAR001,LAR001,LARAN2 burial 2,petrous,2018,PosthNakatsukaCell2018,Direct: SHCal20,6560,56,4712-4502 calBCE (5796±32 BP. MAMS-34572),,Brazil_Laranjal_6600BP,Laranjal,Brazil,Repulldown on 3.2M snpset,1240K,1,0.623946,443324,246986,F,n/a (no relatives detected),n/a (female),n/a,,A2,,0.1416,,ds.half,LAR001.A0102,PASS,,0.0,6000-6999,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LAR001,LARAN2 burial 2,petrous,2018,PosthNakatsukaCell2018,Direct: SHCal20,6560,56,4712-4502 calBCE (5796±32 BP. MAMS-34572),,Brazil_Laranjal_6600BP,Laranjal,Brazil,Repulldown on 3.2M snpset,1240K,1,0.623946,443324,246986,F,n/a (no relatives detected),n/a (female),n/a,,A2,,0.1416,,ds.half,LAR001.A0102,PASS,,0.0,6000-6999,A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-24.24696,-47.42179,Brazil (5000-5999BP),MOS001,MOS001,MORAES-2 burial 5,petrous,2018,PosthNakatsukaCell2018,Direct: SHCal20,5809,60,3960-3714 calBCE (5092±30 BP. MAMS-34575),,Brazil_Moraes_5800BP,Moraes,Brazil,Repulldown on 3.2M snpset,1240K,1,0.352142,299708,165731,F,n/a (no relatives detected),n/a (female),n/a,,D4h3a,,0.1512,,ds.half,MOS001.A0102,PASS,,0.0,5000-5999,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOS001,MORAES-2 burial 5,petrous,2018,PosthNakatsukaCell2018,Direct: SHCal20,5809,60,3960-3714 calBCE (5092±30 BP. MAMS-34575),,Brazil_Moraes_5800BP,Moraes,Brazil,Repulldown on 3.2M snpset,1240K,1,0.352142,299708,165731,F,n/a (no relatives detected),n/a (female),n/a,,D4h3a,,0.1512,,ds.half,MOS001.A0102,PASS,,0.0,5000-5999,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
